bg_id,numplayers,best,recommended,not_recommended
273993,2,4,3,0
273993,3,5,2,2
273993,4,1,4,3
273993,32767,0,0,3
46614,1,0,1,5
46614,2,7,2,0
46614,32767,0,0,7
187976,1,0,0,1
187976,2,2,0,0
187976,3,1,2,0
187976,4,1,2,0
187976,32767,0,0,2
246938,1,0,0,3
246938,2,6,0,0
246938,32767,1,0,3
300591,1,3,0,0
300591,32767,0,2,1
261898,1,0,4,5
261898,2,2,8,1
261898,3,8,2,0
261898,4,3,4,1
261898,32767,2,2,0
7537,1,0,0,2
7537,2,3,0,0
7537,32767,0,0,2
22947,1,0,0,4
22947,2,5,0,0
22947,32767,0,0,4
13503,1,0,1,1
13503,2,2,1,0
13503,3,2,1,1
13503,4,0,2,2
13503,32767,0,0,3
252,1,0,4,0
252,2,5,0,0
252,32767,0,0,1
221408,1,0,0,1
221408,2,2,0,0
221408,32767,0,0,0
164236,1,0,0,5
164236,2,0,0,5
164236,3,0,0,5
164236,4,0,0,5
164236,5,0,0,5
164236,6,0,0,5
164236,7,0,2,2
164236,8,0,3,1
164236,9,0,3,1
164236,10,3,1,1
164236,11,3,1,0
164236,12,3,1,0
164236,13,3,1,0
164236,14,3,2,0
164236,15,1,3,1
164236,16,0,3,2
164236,17,0,3,1
164236,18,0,3,1
164236,19,0,2,2
164236,20,0,2,2
164236,21,0,2,2
164236,22,0,2,2
164236,32767,0,1,3
308368,1,0,0,2
308368,2,3,0,0
308368,32767,0,0,2
593,1,0,0,0
593,2,0,0,1
593,3,0,1,0
593,4,2,2,0
593,5,4,0,0
593,32767,0,0,0
300148,1,0,0,4
300148,2,0,6,2
300148,3,5,2,0
300148,4,2,4,0
300148,32767,0,0,3
13314,1,0,2,0
13314,2,2,0,0
13314,32767,0,0,2
216694,1,0,0,1
216694,2,1,1,0
216694,3,1,2,0
216694,4,0,3,0
216694,32767,0,0,1
3340,1,0,0,1
3340,2,0,1,0
3340,3,0,1,0
3340,4,0,1,0
3340,5,0,0,0
3340,6,0,0,0
3340,7,0,0,0
3340,8,0,0,0
3340,32767,0,0,1
132799,1,0,0,2
132799,2,0,2,1
132799,3,0,3,0
132799,4,3,1,0
132799,5,0,2,1
132799,32767,0,1,1
282707,1,0,3,1
282707,2,0,5,0
282707,3,4,1,0
282707,4,1,4,0
282707,32767,0,2,2
170756,1,0,0,3
170756,2,1,1,0
170756,3,1,2,0
170756,4,3,0,0
170756,32767,0,0,2
23829,1,0,2,2
23829,2,4,0,0
23829,32767,0,0,4
126119,1,0,0,2
126119,2,2,1,0
126119,3,0,2,0
126119,4,1,1,0
126119,32767,0,2,0
204466,1,0,0,5
204466,2,6,0,0
204466,32767,0,0,5
130499,1,0,0,7
130499,2,2,7,1
130499,3,4,5,0
130499,4,8,1,1
130499,32767,0,1,3
162476,1,0,1,0
162476,2,1,2,0
162476,3,2,2,0
162476,4,3,1,0
162476,5,1,1,2
162476,32767,0,0,0
168662,1,0,2,1
168662,2,3,0,0
168662,32767,0,1,1
245532,1,0,0,1
245532,2,0,0,1
245532,3,0,1,0
245532,4,0,1,0
245532,5,0,0,1
245532,6,0,0,1
245532,32767,0,0,1
96310,1,0,3,0
96310,2,3,0,0
96310,32767,0,1,1
41004,1,0,0,3
41004,2,3,1,0
41004,32767,0,0,3
35472,1,1,1,0
35472,2,0,3,0
35472,3,0,2,0
35472,4,1,1,0
35472,5,0,2,0
35472,6,0,2,0
35472,32767,0,1,0
207398,1,0,4,0
207398,2,4,0,0
207398,32767,2,2,0
72050,1,0,0,2
72050,2,3,1,0
72050,3,0,1,1
72050,4,1,3,0
72050,5,0,0,1
72050,6,0,0,1
72050,7,0,0,1
72050,8,0,0,1
72050,9,0,0,1
72050,10,0,0,1
72050,11,0,0,1
72050,12,0,0,1
72050,13,0,0,1
72050,14,0,0,1
72050,15,0,0,1
72050,16,0,0,1
72050,32767,0,0,1
2213,1,0,3,2
2213,2,4,1,0
2213,3,0,4,0
2213,4,3,1,0
2213,32767,0,2,2
129904,1,1,3,7
129904,2,1,5,3
129904,3,2,6,1
129904,4,5,3,1
129904,5,3,6,0
129904,6,1,5,3
129904,7,2,3,3
129904,32767,0,0,7
24157,1,0,0,8
24157,2,1,1,7
24157,3,1,4,4
24157,4,1,8,1
24157,5,2,8,1
24157,6,8,1,1
24157,32767,0,0,4
232481,1,0,0,1
232481,2,2,0,0
232481,32767,0,0,1
263744,1,1,1,2
263744,2,4,5,0
263744,3,3,3,1
263744,4,1,0,3
263744,32767,0,0,3
263938,1,0,0,0
263938,2,0,0,0
263938,3,2,0,0
263938,4,1,0,0
263938,32767,0,0,0
172596,1,0,0,4
172596,2,0,0,4
172596,3,0,1,4
172596,4,1,3,1
172596,5,4,1,0
172596,6,1,3,1
172596,7,0,3,2
172596,8,0,1,3
172596,32767,0,0,3
193422,1,0,0,2
193422,2,0,3,0
193422,3,2,0,0
193422,4,0,2,0
193422,32767,0,0,1
128475,1,0,0,0
128475,2,0,1,2
128475,3,3,2,0
128475,4,1,3,0
128475,5,0,0,1
128475,32767,0,0,1
89767,1,0,3,2
89767,2,0,4,1
89767,3,0,4,1
89767,4,5,1,0
89767,32767,0,0,2
36241,1,10,1,0
36241,32767,0,1,7
310363,1,5,1,0
310363,32767,0,1,2
910,1,0,0,1
910,2,0,2,1
910,3,3,1,0
910,4,2,1,0
910,5,1,1,1
910,32767,0,1,0
2472,1,0,0,7
2472,2,1,3,5
2472,3,5,3,1
2472,4,7,3,0
2472,5,2,5,2
2472,6,1,6,2
2472,32767,0,0,6
182050,1,0,2,2
182050,2,0,4,1
182050,3,2,3,0
182050,4,4,0,0
182050,32767,0,2,2
13976,1,0,1,7
13976,2,2,9,4
13976,3,1,10,0
13976,4,11,4,0
13976,32767,0,2,5
100172,1,0,0,4
100172,2,0,0,5
100172,3,1,3,1
100172,4,4,2,0
100172,5,3,3,0
100172,6,1,4,1
100172,32767,0,0,3
97377,1,0,2,1
97377,2,3,1,0
97377,3,0,3,0
97377,4,4,0,0
97377,5,2,1,0
97377,6,4,0,0
97377,7,2,1,0
97377,8,2,1,0
97377,32767,2,0,0
167975,1,0,0,0
167975,2,5,0,0
167975,32767,0,0,0
34001,1,1,0,3
34001,2,6,0,0
34001,32767,0,0,3
3262,1,0,0,2
3262,2,0,1,1
3262,3,2,0,0
3262,4,0,2,0
3262,32767,0,0,1
176215,1,0,0,4
176215,2,3,1,0
176215,3,1,3,0
176215,4,1,0,3
176215,5,2,2,0
176215,32767,0,0,3
257991,1,0,1,10
257991,2,2,3,4
257991,3,0,8,3
257991,4,7,2,2
257991,5,4,5,2
257991,6,3,6,2
257991,32767,0,3,7
332,1,0,0,1
332,2,0,0,1
332,3,2,1,0
332,4,3,0,0
332,5,1,2,0
332,32767,0,0,0
6555,1,0,0,1
6555,2,1,0,0
6555,3,0,1,0
6555,4,0,1,0
6555,5,0,0,1
6555,6,0,0,1
6555,7,0,0,1
6555,8,0,0,1
6555,32767,0,0,1
27736,1,1,3,6
27736,2,1,10,1
27736,3,1,8,1
27736,4,9,2,1
27736,5,1,7,1
27736,6,0,7,1
27736,32767,0,2,4
1370,1,1,1,8
1370,2,2,5,2
1370,3,3,4,2
1370,4,9,3,0
1370,5,4,5,0
1370,6,4,4,1
1370,32767,0,2,4
36339,1,0,2,0
36339,2,1,0,0
36339,3,0,1,0
36339,4,1,0,0
36339,5,1,0,0
36339,6,1,0,0
36339,32767,1,0,0
10659,1,0,0,6
10659,2,0,0,6
10659,3,0,4,3
10659,4,1,6,0
10659,5,2,5,0
10659,6,5,2,0
10659,32767,0,2,3
47218,1,0,3,4
47218,2,6,4,0
47218,3,2,7,0
47218,4,1,7,0
47218,32767,0,0,7
345377,1,0,0,1
345377,2,0,2,2
345377,3,2,1,1
345377,4,2,2,1
345377,5,0,3,2
345377,32767,0,0,1
168230,1,1,0,2
168230,2,7,2,0
168230,3,2,1,1
168230,4,2,3,0
168230,5,1,0,2
168230,6,1,1,1
168230,32767,0,1,1
2699,1,0,2,0
2699,2,1,2,0
2699,32767,0,2,0
6974,1,0,0,3
6974,2,0,0,3
6974,3,1,0,2
6974,4,2,1,0
6974,32767,0,0,3
2344,1,0,0,1
2344,2,0,1,1
2344,3,0,2,0
2344,4,2,0,0
2344,5,0,2,0
2344,32767,0,0,1
219509,1,0,0,1
219509,2,0,1,0
219509,3,0,2,0
219509,4,0,1,0
219509,32767,0,0,1
181956,1,0,2,1
181956,2,0,3,0
181956,3,2,2,0
181956,4,1,2,0
181956,5,0,1,1
181956,6,0,0,2
181956,32767,0,0,2
10323,1,0,0,2
10323,2,0,0,2
10323,3,1,1,0
10323,4,3,1,0
10323,5,1,2,0
10323,6,1,1,1
10323,32767,0,0,2
329084,1,0,0,2
329084,2,0,1,1
329084,3,2,1,0
329084,4,2,0,1
329084,5,0,2,1
329084,32767,0,0,2
91050,1,0,0,1
91050,2,1,2,0
91050,3,3,2,0
91050,4,3,0,1
91050,32767,0,0,2
189506,1,0,0,1
189506,2,0,1,3
189506,3,1,3,0
189506,4,3,1,0
189506,32767,0,0,1
195373,1,0,0,1
195373,2,2,0,0
195373,32767,0,0,1
29382,1,0,7,0
29382,2,7,0,0
29382,32767,0,3,4
128568,1,6,0,0
128568,32767,0,1,3
295609,1,0,0,2
295609,2,0,0,2
295609,3,0,1,0
295609,4,2,0,0
295609,5,1,2,0
295609,6,0,2,0
295609,32767,0,0,2
232254,1,0,0,3
232254,2,3,0,0
232254,3,0,2,1
232254,4,0,3,0
232254,32767,0,0,2
271038,1,0,0,3
271038,2,0,2,1
271038,3,1,4,0
271038,4,4,1,0
271038,32767,0,1,2
186020,1,0,2,0
186020,2,3,0,0
186020,32767,0,0,0
132766,1,1,0,0
132766,2,0,1,0
132766,32767,0,0,0
303830,1,2,5,2
303830,2,1,6,0
303830,3,3,3,0
303830,4,2,3,1
303830,5,0,1,4
303830,6,0,0,4
303830,32767,0,0,5
249824,1,0,0,1
249824,2,0,1,0
249824,3,1,0,0
249824,4,1,0,0
249824,5,0,0,1
249824,6,0,0,1
249824,32767,0,0,1
5400,1,0,0,4
5400,2,4,0,0
5400,32767,0,0,4
242705,1,3,3,0
242705,2,2,4,0
242705,3,3,2,2
242705,4,2,2,2
242705,32767,0,0,5
42112,1,0,0,4
42112,2,0,0,4
42112,3,0,3,2
42112,4,4,2,0
42112,5,7,1,0
42112,6,2,1,1
42112,32767,0,0,2
17859,1,0,0,3
17859,2,0,0,3
17859,3,0,1,2
17859,4,1,2,0
17859,5,0,3,0
17859,6,3,0,0
17859,32767,0,2,0
5157,1,0,0,4
5157,2,4,0,0
5157,32767,0,0,4
22826,1,0,0,4
22826,2,4,1,0
22826,32767,1,3,0
271,1,0,0,1
271,2,0,0,1
271,3,1,3,0
271,4,1,3,0
271,5,0,4,0
271,32767,0,0,0
245876,1,0,0,0
245876,2,0,0,1
245876,3,0,1,1
245876,4,2,0,0
245876,5,2,0,0
245876,6,1,2,0
245876,32767,0,0,0
5294,1,0,4,1
5294,2,6,0,0
5294,32767,0,1,3
21324,1,0,0,4
21324,2,5,0,0
21324,32767,0,0,4
5751,1,1,0,0
5751,2,2,0,0
5751,32767,0,1,0
158098,1,0,2,1
158098,2,3,0,0
158098,32767,0,2,0
206780,1,0,0,0
206780,2,1,0,0
206780,32767,0,0,0
27574,1,0,0,2
27574,2,3,6,0
27574,3,6,2,0
27574,4,2,5,1
27574,32767,0,2,3
558,1,0,0,2
558,2,0,0,2
558,3,1,1,3
558,4,1,2,0
558,5,1,3,1
558,6,3,1,0
558,32767,0,0,2
3724,1,0,1,0
3724,2,2,0,0
3724,32767,0,0,1
184663,1,0,0,4
184663,2,0,1,3
184663,3,1,2,1
184663,4,2,1,1
184663,32767,0,1,3
289850,1,0,0,3
289850,2,0,4,1
289850,3,3,1,0
289850,4,1,3,0
289850,32767,1,0,2
38923,1,0,0,2
38923,2,1,2,0
38923,3,1,2,0
38923,4,3,0,0
38923,32767,0,0,0
311686,1,0,4,2
311686,2,8,0,0
311686,3,2,0,5
311686,4,0,0,8
311686,32767,0,0,8
4091,1,0,1,2
4091,2,4,2,0
4091,32767,1,2,0
304620,1,0,3,2
304620,2,6,0,0
304620,3,0,3,1
304620,4,4,1,0
304620,5,3,0,0
304620,6,4,0,0
304620,7,2,0,1
304620,8,1,0,3
304620,9,0,0,3
304620,10,0,0,3
304620,11,0,0,3
304620,12,0,0,3
304620,13,0,0,3
304620,14,0,0,3
304620,15,0,0,3
304620,16,0,0,3
304620,17,0,0,3
304620,18,0,0,3
304620,19,0,0,3
304620,20,0,0,3
304620,21,0,0,3
304620,22,0,0,3
304620,23,0,0,3
304620,24,0,0,3
304620,25,0,0,3
304620,26,0,0,3
304620,27,0,0,3
304620,28,0,0,3
304620,29,0,0,3
304620,30,0,0,3
304620,32767,0,0,3
233266,1,1,1,0
233266,2,1,0,0
233266,3,0,1,0
233266,4,0,1,0
233266,32767,0,1,0
264452,1,0,2,4
264452,2,1,6,0
264452,3,0,8,0
264452,4,4,3,0
264452,32767,0,0,5
248567,1,0,0,1
248567,2,0,0,1
248567,3,0,0,2
248567,4,0,1,0
248567,5,0,1,0
248567,6,1,1,0
248567,7,1,1,0
248567,8,2,0,0
248567,32767,0,1,0
215392,1,0,1,0
215392,2,0,0,0
215392,3,0,0,0
215392,4,0,0,0
215392,32767,0,0,0
83196,1,0,0,3
83196,2,0,2,2
83196,3,1,2,0
83196,4,3,1,0
83196,5,2,0,0
83196,6,0,2,0
83196,7,0,0,2
83196,8,0,0,2
83196,32767,0,0,2
217470,1,0,2,0
217470,2,1,1,0
217470,3,0,2,0
217470,4,0,2,0
217470,32767,0,0,1
153481,1,0,0,3
153481,2,0,2,2
153481,3,3,1,0
153481,4,1,2,0
153481,5,1,2,0
153481,6,0,2,1
153481,32767,0,0,2
30991,1,0,0,2
30991,2,5,1,0
30991,32767,0,2,1
259837,1,0,0,1
259837,2,0,2,0
259837,3,0,2,0
259837,4,2,0,0
259837,32767,0,0,0
40182,1,0,0,1
40182,2,2,0,0
40182,3,0,1,0
40182,4,0,1,0
40182,32767,0,0,1
266538,1,0,0,2
266538,2,0,2,1
266538,3,2,1,0
266538,4,2,1,0
266538,5,0,2,0
266538,32767,0,0,1
226860,1,0,0,3
226860,2,0,1,2
226860,3,2,1,0
226860,4,2,0,0
226860,5,0,2,0
226860,6,0,0,2
226860,32767,0,0,1
238221,1,0,0,1
238221,2,0,0,1
238221,3,0,0,0
238221,4,0,1,0
238221,5,0,1,0
238221,6,1,0,0
238221,7,0,1,0
238221,8,0,0,0
238221,9,0,0,0
238221,10,0,0,0
238221,32767,0,0,1
1188,1,0,0,6
1188,2,1,2,4
1188,3,3,4,0
1188,4,5,3,0
1188,32767,0,0,4
180809,1,0,2,0
180809,2,2,1,0
180809,3,1,2,0
180809,4,0,3,0
180809,32767,0,0,1
56835,1,0,0,6
56835,2,0,4,3
56835,3,0,7,0
56835,4,6,1,0
56835,5,4,3,0
56835,6,4,3,0
56835,7,3,2,2
56835,32767,0,1,3
3562,1,0,0,3
3562,2,2,1,1
3562,3,1,3,0
3562,4,3,2,0
3562,5,1,2,1
3562,32767,0,0,3
72204,1,3,4,0
72204,2,4,3,1
72204,3,1,6,0
72204,4,0,5,0
72204,5,1,3,2
72204,32767,0,1,5
41006,1,0,1,5
41006,2,8,0,0
41006,32767,0,0,6
154857,1,1,0,3
154857,2,2,3,1
154857,3,2,4,2
154857,4,1,2,4
154857,32767,0,0,3
195742,1,0,0,2
195742,2,0,0,1
195742,3,1,1,0
195742,4,1,1,0
195742,5,1,0,1
195742,6,1,0,1
195742,32767,0,0,2
175626,1,0,0,1
175626,2,0,0,1
175626,3,0,1,0
175626,4,3,0,0
175626,5,1,0,0
175626,6,0,0,0
175626,32767,0,0,0
183720,1,0,0,0
183720,2,0,1,0
183720,3,1,0,0
183720,4,0,1,0
183720,5,1,0,0
183720,6,0,1,0
183720,32767,0,0,0
6814,1,0,0,1
6814,2,0,1,0
6814,32767,1,0,0
172164,1,0,0,1
172164,2,0,0,1
172164,3,0,1,0
172164,4,1,0,0
172164,5,1,1,0
172164,6,1,1,0
172164,32767,0,0,1
17534,1,0,0,6
17534,2,8,1,3
17534,3,2,7,3
17534,4,7,3,3
17534,32767,0,0,5
33159,1,0,0,1
33159,2,0,4,3
33159,3,0,3,1
33159,4,2,3,0
33159,5,2,1,0
33159,32767,0,0,3
89403,1,0,3,2
89403,2,2,6,0
89403,3,1,4,0
89403,4,1,5,0
89403,32767,0,0,5
31553,1,0,3,0
31553,2,3,2,0
31553,32767,1,1,0
206904,1,0,0,3
206904,2,4,0,0
206904,3,0,1,2
206904,4,0,1,2
206904,32767,0,0,2
11429,1,0,0,1
11429,2,1,0,0
11429,3,0,1,0
11429,4,0,1,0
11429,5,0,0,1
11429,6,0,0,1
11429,7,0,0,1
11429,8,0,0,1
11429,9,0,0,1
11429,10,0,0,1
11429,11,0,0,1
11429,12,0,0,1
11429,32767,0,0,1
164448,1,0,0,4
164448,2,9,1,0
164448,3,1,6,1
164448,4,1,7,0
164448,32767,0,0,4
282774,1,0,3,0
282774,2,3,0,0
282774,32767,2,0,1
99696,1,0,0,4
99696,2,0,0,4
99696,3,0,0,4
99696,4,0,0,4
99696,5,5,0,0
99696,32767,0,0,4
26961,1,0,0,4
26961,2,1,1,5
26961,3,2,4,3
26961,4,6,1,2
26961,5,3,3,2
26961,32767,0,0,3
145042,1,0,0,3
145042,2,3,0,0
145042,32767,1,2,1
147144,1,0,0,1
147144,2,3,0,0
147144,3,0,0,1
147144,4,0,0,1
147144,5,0,0,1
147144,32767,0,0,1
197786,1,0,0,0
197786,2,0,0,0
197786,3,0,0,1
197786,4,0,1,0
197786,5,0,0,1
197786,6,2,0,0
197786,7,0,0,1
197786,8,1,1,0
197786,9,0,0,1
197786,10,0,1,0
197786,11,0,0,1
197786,12,0,0,1
197786,32767,0,0,1
32405,1,0,0,0
32405,2,0,2,0
32405,3,2,0,0
32405,4,2,0,0
32405,5,0,2,0
32405,6,0,1,1
32405,7,0,1,1
32405,8,0,1,1
32405,32767,0,0,1
212401,1,0,5,1
212401,2,6,0,0
212401,32767,0,1,3
148759,1,0,0,3
148759,2,4,1,0
148759,3,1,3,0
148759,4,1,3,1
148759,32767,0,0,3
14042,1,0,0,2
14042,2,0,0,2
14042,3,0,0,2
14042,4,0,0,2
14042,5,0,2,0
14042,6,1,1,0
14042,7,2,0,0
14042,8,2,0,0
14042,9,1,0,0
14042,10,1,0,0
14042,11,0,1,0
14042,12,0,1,0
14042,13,0,1,0
14042,14,0,1,0
14042,15,0,1,0
14042,16,0,1,0
14042,32767,0,0,1
232420,1,0,0,5
232420,2,0,1,3
232420,3,1,3,1
232420,4,3,2,0
232420,5,3,3,0
232420,32767,0,0,5
26472,1,0,0,10
26472,2,0,4,12
26472,3,6,7,2
26472,4,9,6,0
26472,5,8,6,1
26472,32767,0,0,6
177542,1,0,0,6
177542,2,6,0,0
177542,32767,0,0,5
224319,1,0,0,2
224319,2,5,0,0
224319,3,0,0,3
224319,4,0,1,2
224319,32767,0,0,2
7989,1,0,0,0
7989,2,0,0,0
7989,3,0,1,0
7989,4,0,1,0
7989,5,0,1,0
7989,6,0,0,0
7989,32767,0,0,0
269971,1,1,2,0
269971,2,0,2,1
269971,3,1,1,1
269971,4,1,1,1
269971,32767,0,0,2
227143,1,0,1,1
227143,2,0,1,1
227143,3,1,1,0
227143,4,2,0,0
227143,5,1,1,0
227143,6,0,2,0
227143,32767,0,0,1
15081,1,0,2,0
15081,2,1,0,0
15081,32767,0,0,0
191191,1,0,0,1
191191,2,0,2,0
191191,3,1,1,0
191191,4,0,1,1
191191,32767,0,0,0
76728,1,0,0,1
76728,2,0,0,1
76728,3,0,0,1
76728,4,0,1,0
76728,5,0,1,0
76728,6,0,1,0
76728,7,0,1,0
76728,8,1,0,0
76728,9,0,1,0
76728,10,0,1,0
76728,32767,0,0,1
130357,1,0,0,3
130357,2,2,1,0
130357,3,2,1,0
130357,4,3,0,0
130357,32767,0,0,3
102107,1,0,1,3
102107,2,0,1,2
102107,3,1,2,0
102107,4,1,2,0
102107,5,1,2,0
102107,32767,0,1,2
49261,1,0,0,3
49261,2,2,1,0
49261,3,0,3,0
49261,4,0,3,0
49261,32767,0,0,3
181382,1,0,3,0
181382,2,0,2,1
181382,3,2,1,1
181382,4,1,1,0
181382,32767,0,0,1
287450,1,0,0,1
287450,2,0,0,1
287450,3,0,1,0
287450,4,2,0,0
287450,5,2,0,0
287450,32767,0,0,1
401,1,0,0,1
401,2,0,1,1
401,3,0,2,0
401,4,2,0,0
401,32767,0,0,1
15386,1,0,0,0
15386,2,0,0,0
15386,3,0,0,0
15386,4,0,0,0
15386,5,0,1,0
15386,6,1,0,0
15386,32767,0,0,0
6641,1,0,1,1
6641,2,2,0,1
6641,32767,0,0,2
213421,1,0,4,0
213421,2,1,3,0
213421,3,3,1,0
213421,4,0,4,0
213421,5,0,4,0
213421,6,0,3,0
213421,7,0,0,0
213421,8,0,0,0
213421,9,0,0,0
213421,10,0,0,0
213421,32767,0,0,0
94375,1,0,3,2
94375,2,6,0,0
94375,32767,0,1,1
128098,1,0,0,2
128098,2,3,0,0
128098,32767,0,0,2
55781,1,0,0,1
55781,2,2,0,0
55781,32767,0,0,2
180977,1,0,0,1
180977,2,3,0,0
180977,3,0,2,0
180977,4,0,1,1
180977,32767,0,0,1
2881,1,2,2,0
2881,2,3,0,0
2881,32767,2,0,1
13077,1,0,0,4
13077,2,4,0,0
13077,32767,0,0,3
98975,1,0,2,1
98975,2,4,0,0
98975,32767,0,1,2
38062,1,0,0,4
38062,2,0,0,4
38062,3,0,0,4
38062,4,0,1,4
38062,5,0,2,2
38062,6,0,4,2
38062,7,0,4,1
38062,8,0,4,0
38062,9,1,3,0
38062,10,2,2,0
38062,11,2,2,0
38062,12,4,0,0
38062,32767,0,1,1
5573,1,0,0,0
5573,2,1,0,0
5573,3,0,0,0
5573,4,0,0,0
5573,5,0,0,0
5573,6,0,0,0
5573,32767,0,0,0
12459,1,0,3,0
12459,2,3,0,0
12459,32767,0,1,1
318079,1,1,0,2
318079,2,0,0,3
318079,3,0,2,1
318079,4,2,0,1
318079,5,2,0,1
318079,6,1,1,1
318079,32767,0,0,2
99313,1,0,2,1
99313,2,4,0,0
99313,3,0,3,0
99313,4,2,1,0
99313,5,2,0,1
99313,6,2,1,1
99313,32767,0,2,1
125318,1,0,1,0
125318,2,1,0,0
125318,32767,0,0,0
235511,1,2,1,0
235511,2,2,2,0
235511,3,0,3,0
235511,4,0,3,0
235511,32767,0,0,2
347505,1,0,0,1
347505,2,0,1,1
347505,3,1,0,0
347505,4,1,0,0
347505,5,0,1,0
347505,6,0,1,0
347505,32767,0,0,1
18887,1,0,2,0
18887,2,2,0,0
18887,32767,0,0,2
217335,1,0,0,0
217335,2,0,2,0
217335,3,0,2,0
217335,4,2,1,0
217335,5,0,1,0
217335,32767,0,0,0
246355,1,0,0,1
246355,2,2,0,0
246355,3,0,2,0
246355,4,0,2,0
246355,32767,0,0,1
289765,1,0,2,1
289765,2,1,2,0
289765,3,0,1,2
289765,4,5,2,0
289765,32767,0,0,2
207764,1,0,0,1
207764,2,0,0,1
207764,3,0,0,1
207764,4,0,1,0
207764,5,1,1,0
207764,6,1,0,0
207764,7,1,0,0
207764,8,1,0,0
207764,32767,0,0,0
247567,1,5,2,0
247567,2,2,2,1
247567,3,1,0,2
247567,4,1,0,2
247567,5,0,1,2
247567,6,0,1,2
247567,7,0,1,2
247567,8,0,1,2
247567,32767,0,0,4
39406,1,0,0,7
39406,2,1,4,4
39406,3,9,2,0
39406,32767,0,0,8
283077,1,0,0,1
283077,2,1,0,0
283077,32767,0,0,1
322124,1,0,0,3
322124,2,4,1,0
322124,3,0,1,1
322124,4,0,3,0
322124,32767,0,0,2
2339,1,0,0,1
2339,2,0,0,0
2339,3,1,0,0
2339,4,0,0,0
2339,32767,0,0,2
10244,1,0,2,1
10244,2,2,0,1
10244,32767,0,1,2
174431,1,3,0,0
174431,32767,0,0,0
169375,1,1,0,3
169375,2,1,1,2
169375,3,1,3,0
169375,4,4,2,0
169375,5,1,2,1
169375,6,1,1,1
169375,32767,0,0,1
397,1,0,0,4
397,2,4,0,0
397,3,1,2,2
397,4,1,3,0
397,5,1,0,1
397,6,0,1,1
397,7,0,1,1
397,8,0,1,1
397,32767,0,1,1
2212,1,0,0,2
2212,2,0,0,2
2212,3,1,3,0
2212,4,4,0,1
2212,32767,0,1,1
6558,1,1,4,4
6558,2,3,7,0
6558,3,8,1,0
6558,4,4,4,0
6558,5,1,5,1
6558,6,0,3,3
6558,7,0,1,5
6558,8,0,1,5
6558,32767,0,0,5
175209,1,3,2,1
175209,2,3,3,0
175209,3,0,5,0
175209,4,5,1,0
175209,5,0,1,2
175209,6,0,0,3
175209,32767,0,0,3
10520,1,0,0,2
10520,2,3,0,0
10520,32767,0,0,2
329086,1,0,0,1
329086,2,0,2,0
329086,3,1,0,0
329086,4,1,0,0
329086,32767,0,0,1
236205,1,0,0,3
236205,2,0,1,3
236205,3,1,1,2
236205,4,2,2,0
236205,5,4,0,0
236205,6,4,0,0
236205,32767,0,0,1
251632,1,0,4,0
251632,2,1,2,0
251632,3,3,0,0
251632,4,0,1,1
251632,32767,0,0,1
158876,1,0,1,2
158876,2,3,0,0
158876,3,1,2,0
158876,4,0,3,0
158876,5,0,0,3
158876,6,0,0,3
158876,32767,0,0,3
389,1,0,0,2
389,2,0,0,2
389,3,0,1,1
389,4,0,1,1
389,5,0,3,0
389,6,3,0,0
389,32767,0,0,2
234221,1,0,0,9
234221,2,0,9,1
234221,3,5,4,0
234221,4,2,8,0
234221,32767,0,0,7
299270,1,0,0,1
299270,2,0,0,0
299270,32767,0,0,0
671,1,0,4,0
671,2,3,1,0
671,32767,0,2,1
22203,1,8,1,0
22203,2,1,3,2
22203,32767,0,0,6
1251,1,0,0,3
1251,2,0,3,2
1251,3,1,2,2
1251,4,3,2,0
1251,5,3,1,0
1251,6,3,1,0
1251,32767,0,0,1
1694,1,0,5,0
1694,2,5,0,0
1694,32767,0,2,3
34152,1,0,0,4
34152,2,6,1,0
34152,32767,0,0,4
237114,1,0,0,1
237114,2,0,0,0
237114,3,0,1,0
237114,4,0,0,0
237114,5,0,0,0
237114,6,0,0,0
237114,32767,0,0,0
305,1,0,0,1
305,2,0,0,1
305,3,0,1,0
305,4,1,1,0
305,5,2,0,0
305,6,1,2,0
305,32767,0,0,1
322283,1,1,2,0
322283,2,5,0,0
322283,3,1,1,2
322283,4,1,1,0
322283,32767,0,0,2
185845,1,0,0,1
185845,2,1,0,0
185845,3,0,0,1
185845,4,0,0,1
185845,32767,0,0,1
126274,1,0,0,1
126274,2,0,2,1
126274,3,1,1,0
126274,4,2,1,1
126274,32767,0,0,1
461,1,0,0,2
461,2,1,1,2
461,3,3,2,0
461,4,2,2,0
461,32767,0,0,2
326112,1,0,0,2
326112,2,0,2,0
326112,3,0,2,0
326112,4,2,0,0
326112,5,0,2,0
326112,6,0,2,0
326112,32767,0,1,0
231367,1,0,3,1
231367,2,5,0,0
231367,3,0,1,0
231367,4,0,1,0
231367,5,0,0,2
231367,6,0,0,2
231367,32767,0,0,1
192315,1,0,2,1
192315,2,1,2,0
192315,3,1,3,0
192315,4,4,1,0
192315,32767,0,0,2
330517,1,0,0,0
330517,2,0,1,0
330517,3,1,0,0
330517,4,1,0,0
330517,5,0,1,0
330517,32767,0,0,1
23055,1,0,0,1
23055,2,2,1,0
23055,32767,2,0,1
214123,1,0,0,1
214123,2,0,1,1
214123,3,1,3,0
214123,4,3,0,0
214123,5,0,2,0
214123,32767,0,0,1
39862,1,0,0,6
39862,2,0,4,2
