bg_id,rank,name,sortindex,type,yearpublished,image,thumbnail,description,minplayers,maxplayers,minage,playingtime,minplaytime,maxplaytime,usersrated,average,bayesaverage,stddev,median,owned,trading,wanting,wishing,numcomments,numweights,averageweight
312759,,Hot Words,1,boardgame,2020,https://cf.geekdo-images.com/ulxUXHFahoDmwNSiLA2OHw__original/img/UOqO1GKOAZZnwalUyPB2M29cUxE=/0x0/filters:format(png)/pic5492644.png,https://cf.geekdo-images.com/ulxUXHFahoDmwNSiLA2OHw__thumb/img/TyHLJqIeHqhzik8z_6Ag3nA-CQw=/fit-in/200x150/filters:strip_icc()/pic5492644.png,"Hot Words is a team-based fast action party game that has you describing as many words as possible in 90 seconds. The tricky bit are the Jalapeno Cards which add rules to your team. The hotter the jalapeno, the more difficult the rules.&#10;&#10;These rules will prevent you from saying 'Hot Words'- if any member of another team hears you utter a hot word, they can ring the dinner bell to force you to drop the card you're working on and draw a new one.&#10;&#10;The game is played over 4 'courses', every course you'll get a new jalapeno card which will add to the previous hot words your team already have. These are cumulative and will make each course trickier! Harder jalapeno cards score higher bonus points though, so striking the balance is key.&#10;&#10;&mdash;description from the designer&#10;&#10;",4,16,8,30,20,30,16,6.44375,0.0,1.42652,0.0,120,2,0,7,10,1,3.0
316165,,What Do You Meme?: BSFW Edition,1,boardgame,2018,https://cf.geekdo-images.com/Ife25iD5Om0VXVn7tPsufw__original/img/4hzGh1pkKH4CdmNiIyYaljs7O5o=/0x0/filters:format(jpeg)/pic4497956.jpg,https://cf.geekdo-images.com/Ife25iD5Om0VXVn7tPsufw__thumb/img/LQuAgCNgVH1ZitPQaX-OR7MVdoI=/fit-in/200x150/filters:strip_icc()/pic4497956.jpg,"The What Do You Meme? Adult Party Game is fun for friends from the social media generation. This is the BSFW, or Barely Safe for Work, edition of the title, which features toned-down content from the adults-only regular version.&#10;&#10;This party card game is simple to teach and quick to play. Every player selects one of the caption cards from their hand to accompany that round's image and plays it in secret. The judge then selects which caption they think is the funniest, and that caption's player gets a point. You can play to whatever score you like.&#10;&#10;Contents: 360 caption cards, 75 photo cards, 1 easel&#10;&#10;",3,20,17,0,0,0,6,5.43333,0.0,1.609,0.0,44,2,0,4,1,0,0.0
317439,,Story Chest,1,boardgame,2018,https://cf.geekdo-images.com/UP64_0oIjp0G5h_yBkogFA__original/img/EaXV7RXeSEqjkYaVMOwKdB8ToZk=/0x0/filters:format(jpeg)/pic5797229.jpg,https://cf.geekdo-images.com/UP64_0oIjp0G5h_yBkogFA__thumb/img/X7uLi6-EiwZfa4cGzgaIAqAGITs=/fit-in/200x150/filters:strip_icc()/pic5797229.jpg,"Open the Story Chest and release the magic! Draw two cards and start a new story, while the others guess which card you are going to choose. Each card can take the story into a thousand different directions, from a witch's cauldron to an enchanted forest and back, so let your imagination take flight!&#10;&#10;&mdash;description from the designer&#10;&#10;",2,7,7,20,20,20,6,5.0,0.0,2.44949,0.0,22,0,0,3,5,0,0.0
320043,,Off Topic,1,boardgame,2019,https://cf.geekdo-images.com/KmyVGhTiX4Y9rErKdn1GaA__original/img/Pd2qCT7PjFQHBAQZtEI_fSMF-Ps=/0x0/filters:format(jpeg)/pic5913698.jpg,https://cf.geekdo-images.com/KmyVGhTiX4Y9rErKdn1GaA__thumb/img/Gc_ss4Eu1gyRUIO9g5Sadh6Vmco=/fit-in/200x150/filters:strip_icc()/pic5913698.jpg,"Play this Quick-witted game with friends for a good laugh. Draw a card to set the topics, and roll the die to set the letter that your responses must begin with. As you race against time, your answers will get a little outrageous and a little OFF TOPIC!&#10;&#10;&mdash;description from the back of the box&#10;&#10;Players receive a personal whiteboard and whiteboard marker, and one player reveals a card with multiple prompts; one for each pair of lines on the whiteboard. Then the die is rolled to determine what letter every answer must start with. Once set, the timer is flipped and players must attempt to answer as many of the prompts as they can before time runs out.&#10;&#10;After this phase, players will go through the prompts to see what everyone else wrote. Be careful, though, as if multiple people come up with the same answer, NO ONE gets points! For every unique answer to the prompt you have written down (up to two) you gain a point. Once the comparing and point-scoring is done, players erase their board and start a new round. After 5 rounds, the player with the most points is the winner.&#10;&#10;&mdash;user summary&#10;&#10;",2,10,17,90,30,90,23,5.6087,0.0,1.39842,0.0,64,2,0,6,4,0,0.0
321229,,Razorhurst,1,boardgame,2020,https://cf.geekdo-images.com/2Nk7Jt6EPvc-MRNlaRlzUg__original/img/0uv2LY-asoZXiC3OPNeCoSZE0F0=/0x0/filters:format(jpeg)/pic5708751.jpg,https://cf.geekdo-images.com/2Nk7Jt6EPvc-MRNlaRlzUg__thumb/img/EbzKogA_T1gQr460efnPKQC_WTg=/fit-in/200x150/filters:strip_icc()/pic5708751.jpg,"Sydney, Australia in the 1920s is a hotbed of crime and vice. The inner city suburbs of Darlinghurst and Surry Hills are a battleground between warring gangs led by prostitute Tilly Devine and sly grog queen Kate Leigh. And in the middle of it all is you, a detective for the New South Wales Police, just trying to solve the crimes and bring the perpetrators to justice.&#10;&#10;Razorhurst is a story-driven detective game similar to Sherlock Holmes Consulting Detective. You will interview suspects, follow leads, and use your abilities for observation, persuasion and force. Razorhurst introduces a unique clock mechanic for affecting the player's abilities. But the main difference with other detective games is that in Razorhurst everything is real. You will be investigating actual crimes, tracking down historical evidence, and bringing actual killers to justice. Based on exhaustive research, Razorhurst allows the player to step back in time to one of the most heady and deadly places in history.&#10;&#10;&mdash;description from the designer&#10;&#10;",1,1,16,180,90,180,7,7.28571,0.0,1.3054,0.0,12,0,2,24,5,1,3.0
323022,,Tall Tales: A Game of Competitive Story-Writing,1,boardgame,2020,https://cf.geekdo-images.com/rAn-r8e8AaUP-A8xxiXzXA__original/img/b6LTzbDSKhlH6KSsxSIj7zSKoOY=/0x0/filters:format(jpeg)/pic5821852.jpg,https://cf.geekdo-images.com/rAn-r8e8AaUP-A8xxiXzXA__thumb/img/vxErthded62VO-C5eFGlCE1cBGI=/fit-in/200x150/filters:strip_icc()/pic5821852.jpg,"Tall Tales is about writing little stories out for each other and coming up with a fairy tale together. It takes something that a lot of people find intimidating and lonely&mdash;creative writing&mdash;and tries to make it lighthearted, fun, and just a little competitive. (Maybe more than a little for some of us.)&#10;&#10;In Tall Tales, your group will write an original story together. Players each write their own scenes and submit them to the group in the hope that their scene will be chosen for the group&rsquo;s tale. A player wins by scoring the most points, which players score by having other players vote for their scenes and also by voting for the scenes that are popular with other players.&#10;&#10;Tall Tales begins with a warm-up called the Quest Round in which players begin to imagine the world they're building together. After the Quest Round, the game plays out over three Scene Rounds. Players in the Scene Rounds each draft a scene for the tale and then anonymously vote on which of the scenes best meets the criteria for the round. The scene with the most votes becomes part of the tale in each Scene Round until your group has a final, three-part tale.&#10;&#10;At the end of Round 3, players should count up their point tokens. The player with the most points wins the game. The winner of the game reads the completed tale aloud to the group, and all players live happily ever after.&#10;&#10;-description from designer&#10;&#10;",3,12,8,60,30,60,1,6.25,0.0,0.0,0.0,10,0,2,5,5,0,0.0
336845,,Host Your Own Murder Mystery: At the Theatre,1,boardgame,0,https://cf.geekdo-images.com/n2-WWeU1gKxJrZQdM5WPLA__original/img/Lb1A4Rne84eh3Ub7-BDlgC1kfZk=/0x0/filters:format(jpeg)/pic6538530.jpg,https://cf.geekdo-images.com/n2-WWeU1gKxJrZQdM5WPLA__thumb/img/fyCd7hFMpjA_PnJ0AMkqfPcG2Oc=/fit-in/200x150/filters:strip_icc()/pic6538530.jpg,"Dastardly deeds have been taking place at the Full House Theatre. Can your guests work out whodunnit? Host a thrilling murder mystery night, the perfect addition to your 1920s themed dinner party.&#10;&#10;Play with a group of  5 to 12 people and re-playable as our Murder Mystery set has 3 alternative endings! Also playable via video call or Zoom by mailing the components in advance or adapting the usual game play.&#10;&#10;The characters are an equal mix of genders, but it does not matter if your guest plays a man or a woman. &#10;There is a specific character for the host to play (Alex Cited - the host is not a suspect but still a participant!) and the victim is not one of your guests - pages 3 &amp; 4 of the instruction booklet gives more detail.&#10;&#10;&mdash;description from the publisher&#10;&#10;",5,12,16,0,0,0,0,0.0,0.0,0.0,0.0,13,1,0,1,1,0,0.0
338117,,Termite Towers,1,boardgame,2022,https://cf.geekdo-images.com/NPdRRMQRKBcOtzbxrwM3Pg__original/img/fXurqxmwHgH22qZ623EMo_M7VWk=/0x0/filters:format(jpeg)/pic6368782.jpg,https://cf.geekdo-images.com/NPdRRMQRKBcOtzbxrwM3Pg__thumb/img/pClK3NjPMUlyIPUuvcl8opK6nBg=/fit-in/200x150/filters:strip_icc()/pic6368782.jpg,"Termite Towers is the next insect-forward offering in the line after Waggle Dance. Termite Towers brings players into the world of the efficient and dedicated termites, building on the mechanics of Waggle Dance.&#10;&#10;Players compete to complete their section of the mound first, gathering the necessary resources from the wood pile, whilst hatching new termites and training up soldiers that can help you secure the best spots.&#10;&#10;With the wood you have gathered, you use the polyomino plan cards to construct your tower, the winner is the first player to build the required number of rows (5 for a shorter game, 7 for a longer game).&#10;&#10;Much like its predecessor, you can also call on the help of the Queen to help you, or hinder your opponents.&#10;&#10;&mdash;description from the designer&#10;&#10;",1,4,10,75,60,75,1,5.0,0.0,0.0,0.0,6,0,13,85,4,0,0.0
338351,,Waggle Dance,1,boardgame,2021,https://cf.geekdo-images.com/tSU_zC-Pd6vtXQsHxNrV4g__original/img/RPLGlElrZZyGduqyiGn68FKwZb0=/0x0/filters:format(jpeg)/pic6368781.jpg,https://cf.geekdo-images.com/tSU_zC-Pd6vtXQsHxNrV4g__thumb/img/XDeAFjXAcFv1LlXWIfgPK6RBFz0=/fit-in/200x150/filters:strip_icc()/pic6368781.jpg,"Control worker bees to build a beehive, collect nectar, and make honey while also being efficient and strategic to outmanoeuvre your opponents. This 1-4 player Euro-style worker-placement dice game has stunning artwork and broad appeal. There are many paths to a sweet victory - it&rsquo;s every beehive for themselves!&#10;&#10;",1,4,10,60,30,60,9,6.83333,0.0,1.29099,0.0,6,0,9,89,2,0,0.0
339251,,I'm Right You're Wrong,1,boardgame,2021,https://cf.geekdo-images.com/G-hjYfQAJnNhrDpfvm6Dig__original/img/PiyF_wNp_KQB352YQQ_a1wYy5i4=/0x0/filters:format(jpeg)/pic6264474.jpg,https://cf.geekdo-images.com/G-hjYfQAJnNhrDpfvm6Dig__thumb/img/Kn3xVOwbJKeUT90_i8t1dm3R5qE=/fit-in/200x150/filters:strip_icc()/pic6264474.jpg,"I'm Right You're Wrong is any petty argument in the form of a card battle.  Take turns dishing out petty insults, traps or take the highroad.  Then deal with the consequences. Win by robbing your opponents of all their arguments.  If you run out of comebacks/cards, you lose.  Because, having the last word is sweeter than being right.&#10;&#10;The twist, there are a lot of unhelpful cards.  Choosing the least worst option is all part of winning.&#10;&#10;&mdash;description from the designer&#10;&#10;",2,5,14,15,5,15,7,9.14286,0.0,1.35526,0.0,30,0,1,8,9,2,1.5
342257,,Unsolved Case Files: Jamie Banks,1,boardgame,2019,https://cf.geekdo-images.com/TRsKvHCjCVqbgSmjD2KzwA__original/img/GS3HRlENFNotABFn_nad0E74c2o=/0x0/filters:format(jpeg)/pic6641964.jpg,https://cf.geekdo-images.com/TRsKvHCjCVqbgSmjD2KzwA__thumb/img/B1xrvnklR7r45mtvenm-wvPvrG0=/fit-in/200x150/filters:strip_icc()/pic6641964.jpg,"NOVEMBER 11, 1994: The quiet Massachusetts town of Verona was rocked by the apparent suicide of a local 18 year-old high school student.&#10;&#10;Police ruled the death a suicide but Jamie Banks did not commit suicide. She was murdered!&#10;&#10;Your job is to unravel the mystery of what happened on that morning of November 20, 1992 by reviewing the evidence in the investigator's original case file. The file includes articles, photos, witness statements, mugshots, suspect interrogations and more.&#10;&#10;To crack the case, you must solve 3 objectives by answering questions on the game's website. After each objective is completed, you will be able to open a bonus envelope containing extra evidence.&#10;&#10;The games in the Unsolved Case Files series are cooperative games and can be played by individuals, couples or larger groups.&#10;&#10;",1,4,14,360,120,360,15,6.71467,0.0,1.02623,0.0,44,1,7,9,5,0,0.0
342283,,Unsolved Case Files: Avery & Zoey Gardner,1,boardgame,2021,https://cf.geekdo-images.com/ed3c9Ox3C3YVeVaFSOUl_w__original/img/F1zC2zXqhfS9G9jJh6aF1K3QOyM=/0x0/filters:format(jpeg)/pic6641956.jpg,https://cf.geekdo-images.com/ed3c9Ox3C3YVeVaFSOUl_w__thumb/img/cKXQbQNAD-zN0Q7ynbtCyWg3jFI=/fit-in/200x150/filters:strip_icc()/pic6641956.jpg,"DAVENPORT, OR - At 4:23 this morning, a man broke into a remote lake house where 19 year-old twins Avery and Zoey Gardner were asleep. The unidentified man murdered Avery and abducted Zoey before first responders could arrive.&#10;&#10;Police departments across two states are hunting for Avery&rsquo;s killer and her twin sister Zoey, but neither has been found.&#10;&#10;Homicide detective, Angie Cullen, made a breakthrough in the case but then mysteriously disappeared. She left her detective&rsquo;s notebook behind but authorities aren&rsquo;t sure what to make of it.&#10;&#226;&#128;&#139;&#10;The killer is on the loose. Can you solve the case and get to Zoey, and also find the detective, before it&rsquo;s too late?&#10;&#10;In order to solve this active murder mystery game you&rsquo;ll need to find 3 separate clues. First find out who the accomplice is. Then identify the killer. And finally, save Detective Cullen. With 3 different mysteries to solve in order to play the game, this case will challenge your investigative abilities.&#10;&#10;To get past each step of the case you&rsquo;ll need to visit an online answer page that requires you to prove you cracked it. If you don&rsquo;t have the answer right you can keep investigating without being spoiled by the right answers.&#10;&#10;",1,8,14,180,180,180,1,7.5,0.0,0.0,0.0,5,0,5,8,0,0,0.0
343852,,SPECTRE: The Board Game,1,boardgame,2022,https://cf.geekdo-images.com/0LV1cgUfUYv-NtGkaxfVtQ__original/img/ssK7lJJ7cIMrr5fFac_yQ1Kuo7w=/0x0/filters:format(jpeg)/pic6312565.jpg,https://cf.geekdo-images.com/0LV1cgUfUYv-NtGkaxfVtQ__thumb/img/irc0x_NbhUXbEA4OI4RZ4O36kFo=/fit-in/200x150/filters:strip_icc()/pic6312565.jpg,"In SPECTRE: The Board Game, you take on the role of one of the many iconic villains from the James Bond film franchise, competing with one another to become Number One of the Special Executive for Counter-intelligence, Terrorism, Revenge, and Extortion, a.k.a., SPECTRE.&#10;&#10;Are you simply in the game to acquire gold bullion, or are your aspirations more philosophical, safe in the knowledge that the world would be better off with you running it? Each villain has their own plot inspired by films such as Dr. No (1962) and Diamonds Are Forever (1971) driving them along the path to becoming SPECTRE's Number One. No matter how hard you try, though, 007 is always there, waiting to disrupt your plans and reveal your secrets.&#10;&#10;SPECTRE: The Board Game features iconic weapons, locations, and characters from the James Bond films. You will be able to assemble devices, spy on your opponents, blackmail your rivals in order to build your own criminal empire, and strategically deploy your agents around the globe to infiltrate key installations. You need to work behind the scenes to develop your nefarious plots and become 007's biggest threat, so grab your Persian cat and call your favorite henchman as you prepare your newest monologue &mdash; it's time to get down to business and start building that moon base and world-destroying megalaser!&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,10,45,20,45,1,8.0,0.0,0.0,0.0,0,0,9,107,1,0,0.0
